learner_id,signup_date,state,age,exam_category,tier,monthly_spend_inr,months_subscribed,spend_to_date_inr,days_to_renewal,lessons_total,lessons_last_30d,mock_tests_total,mock_tests_last_30d,doubt_sessions,live_classes,days_active,days_since_last_login,avg_session_min,total_time_hrs,streak_days,login_freq_per_week,notes_saved,videos_rewatched,funnel_stage,churned,churn_risk_score,ltv_inr,cluster,segment,pca1,pca2,churn_probability,action_priority,action_label,action_reason,action_type,action_rev_upside
UA209074,2024-12-10,Maharashtra,23,UPSC,Free,0,0,0,,1,0,6,0,3,6,32,5,38.4,0.6,3,2,13,1,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.4137159565063212,-0.2062391692665562,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209075,2025-05-24,Rajasthan,22,CAT,Free,0,0,0,,1,0,5,0,1,5,22,17,24.4,0.4,2,3,11,1,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.5492301985010255,0.4107146101967341,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209076,2025-06-01,WB,22,Banking,Free,0,0,0,,1,0,4,0,4,6,19,2,14.1,0.2,3,2,12,1,Mock Test Taken,0,0,0.0,3,😴 Casual Browsers,-1.8150611280483475,-0.2964516179122715,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA209077,2025-03-04,Rajasthan,17,JEE,Free,0,0,0,,2,0,8,0,1,5,31,15,29.6,1.0,5,0,12,0,First Lesson,0,0,0.0,1,🚀 High Intent,-0.2073571661899358,-1.1955184500523968,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209078,2024-04-29,UP,20,CAT,Free,0,0,0,,2,0,4,0,4,7,13,3,34.4,1.1,6,3,10,4,Signed Up,0,0,0.0,1,🚀 High Intent,-0.3393846650510221,-1.2583466055690218,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209079,2024-06-22,WB,21,JEE,Iconic,2396,12,28752,-278.0,1,12,3,1,4,7,27,14,44.1,0.7,4,3,12,0,Subscribed,0,5,28752.0,2,🧠 Serious Aspirants,0.0919652517801613,0.1495848734932194,0.249,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA209080,2025-07-24,AP,20,NEET,Free,0,0,0,,2,0,10,0,2,13,31,29,55.0,1.8,7,2,13,0,First Lesson,0,0,0.0,1,🚀 High Intent,2.0266790782130224,-0.4694225360470857,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209081,2024-09-26,UP,21,NEET,Iconic,2396,19,45524,64.0,2,11,11,0,1,9,24,9,47.7,1.6,4,5,15,1,Subscribed,0,18,45524.0,1,🚀 High Intent,1.5568617656358072,-1.3184351183908678,0.3,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA209082,2025-09-22,Rajasthan,21,SSC,Free,0,0,0,,2,0,4,0,1,7,22,77,15.1,0.5,3,0,10,1,Signed Up,0,0,0.0,0,⚠️ At-Risk,-2.34142202894619,2.091187337648094,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA209083,2024-08-30,MP,21,JEE,Plus,1562,1,1562,-514.0,1,5,4,3,7,8,27,45,27.4,0.5,1,4,24,2,Subscribed,0,26,1562.0,0,⚠️ At-Risk,1.1821518498915318,2.111042878467891,0.45,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA209084,2025-08-22,TN,21,UPSC,Iconic,2396,10,23960,107.0,2,9,11,1,4,5,42,4,39.9,1.3,4,4,13,2,Subscribed,0,5,23960.0,1,🚀 High Intent,2.7465606635533115,-1.4591456621815728,0.336,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA209085,2025-04-07,Karnataka,19,NEET,Plus,1562,7,10934,-92.0,1,12,5,2,5,7,30,2,29.2,0.5,6,3,18,1,Subscribed,0,5,10934.0,2,🧠 Serious Aspirants,1.102438503264223,-0.2684010461160042,0.149,🚀 UPGRADE,Show Iconic upgrade offer with social proof,High engagement Plus user — ready for premium,upsell,834.0
UA209086,2025-06-07,TN,19,NEET,Free,0,0,0,,2,0,3,0,5,5,30,10,36.8,1.2,8,3,17,1,Signed Up,0,0,0.0,1,🚀 High Intent,1.5023010270254027,-1.2278354381440664,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209087,2025-09-10,UP,18,CAT,Free,0,0,0,,1,0,2,0,1,8,22,9,35.1,0.6,5,3,9,0,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.4080272324834997,-0.1432642941785833,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209088,2026-01-07,TN,27,NEET,Free,0,0,0,,1,0,8,0,4,6,33,12,39.2,0.7,5,3,10,1,Mock Test Taken,0,0,0.0,2,🧠 Serious Aspirants,1.068735452713062,0.1620480194445132,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA209089,2024-05-28,MP,19,UPSC,Iconic,2396,1,2396,-577.0,1,8,5,3,2,8,24,0,45.2,0.8,5,1,11,2,Subscribed,0,5,2396.0,2,🧠 Serious Aspirants,-0.0380876969648981,-0.3758879633777401,0.342,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA209090,2024-06-04,Bihar,20,NEET,Free,0,0,0,,1,0,3,0,4,10,25,21,40.4,0.7,4,1,12,2,Subscription Page Visited,0,0,0.0,2,🧠 Serious Aspirants,-0.1870621302960847,0.7263416395830817,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA209091,2024-09-20,Bihar,20,CAT,Iconic,2396,4,9584,-406.0,1,8,8,0,3,3,25,10,35.1,0.6,3,4,9,3,Subscribed,0,5,9584.0,2,🧠 Serious Aspirants,0.2485177928462225,0.3019408385611403,0.377,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA209092,2025-02-20,UP,23,UPSC,Free,0,0,0,,2,0,6,0,3,13,29,14,49.5,1.6,2,3,16,3,Signed Up,0,0,0.0,1,🚀 High Intent,1.4664820540933323,-0.8456365773863609,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209093,2025-04-14,Rajasthan,19,UPSC,Free,0,0,0,,1,0,6,0,2,13,30,35,34.2,0.6,6,2,15,0,First Lesson,0,0,0.0,0,⚠️ At-Risk,0.4101061326332095,1.218696977507666,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA209094,2024-09-10,Maharashtra,19,NEET,Free,0,0,0,,1,0,9,0,3,6,28,1,45.4,0.8,4,3,12,4,Mock Test Taken,0,0,0.0,2,🧠 Serious Aspirants,1.5113552979388598,-0.0487269934882778,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA209095,2025-01-08,TN,22,CAT,Free,0,0,0,,1,0,4,0,4,4,26,5,38.2,0.6,6,3,7,2,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,-0.0091024873193542,-0.0894927724722496,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209096,2024-05-02,TN,22,NEET,Plus,1562,19,29678,-117.0,1,7,5,1,3,7,22,7,41.1,0.7,7,3,7,0,Subscribed,0,21,28116.0,3,😴 Casual Browsers,-0.3567309059758337,-0.2281898257805706,0.47,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA209097,2024-08-04,Bihar,17,CAT,Free,0,0,0,,1,0,4,0,3,6,19,13,36.7,0.6,4,2,13,2,First Lesson,0,0,0.0,3,😴 Casual Browsers,-0.548911467437481,0.341196032073134,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209098,2025-01-05,Bihar,24,Banking,Free,0,0,0,,2,0,4,0,2,2,11,0,31.7,1.1,5,5,7,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.6931237040182003,-1.8966083096268072,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209099,2025-11-12,Bihar,21,SSC,Free,0,0,0,,1,0,4,0,2,5,19,5,25.2,0.4,3,3,8,1,Mock Test Taken,0,0,0.0,3,😴 Casual Browsers,-1.8731401371222616,-0.2014573962551645,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA209100,2025-04-19,Karnataka,26,UPSC,Plus,1562,13,20306,84.0,2,12,3,5,4,10,33,0,44.5,1.5,4,3,16,0,Subscribed,0,5,20306.0,1,🚀 High Intent,1.0770362371192423,-1.898315849782275,0.216,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA209101,2025-05-14,AP,23,NEET,Plus,1562,11,17182,33.0,1,12,6,1,3,8,24,4,36.7,0.6,3,3,11,2,Subscribed,0,5,17182.0,2,🧠 Serious Aspirants,-0.1253752724895918,-0.1245295418378577,0.229,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA209102,2025-01-01,UP,22,Banking,Free,0,0,0,,1,0,4,0,5,10,20,37,36.3,0.6,4,3,4,2,Signed Up,0,0,0.0,0,⚠️ At-Risk,-0.9504454686408346,1.545227040540784,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA209103,2025-06-25,Bihar,17,Banking,Free,0,0,0,,2,0,3,0,1,5,19,4,21.8,0.7,0,0,12,2,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-2.4718442952030566,-1.509579343368591,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209104,2024-09-10,Maharashtra,24,NEET,Iconic,2396,12,28752,-142.0,2,3,5,2,3,10,37,2,47.4,1.6,7,2,25,7,Subscribed,1,36,18689.0,1,🚀 High Intent,3.916634781147931,-0.9488543828610136,0.652,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA209105,2024-10-04,Bihar,19,JEE,Plus,1562,17,26554,7.0,1,7,5,0,5,9,24,20,44.7,0.7,4,4,16,1,Subscribed,0,21,26554.0,2,🧠 Serious Aspirants,1.0332506580263092,0.631111247912397,0.494,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA209106,2025-09-08,Karnataka,18,SSC,Iconic,2396,8,19168,62.0,1,7,8,0,3,5,17,7,18.3,0.3,5,3,5,6,Subscribed,0,20,11980.0,3,😴 Casual Browsers,-0.85523514821776,0.5067332501017788,0.452,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA209107,2025-08-29,WB,26,SSC,Free,0,0,0,,1,0,5,0,1,6,16,14,40.0,0.7,3,2,6,2,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-1.6265728155263377,0.3218476115869023,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209108,2024-08-01,Maharashtra,26,UPSC,Free,0,0,0,,1,0,5,0,7,7,25,17,49.7,0.8,2,2,14,4,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,1.326487610000579,0.8086533064437916,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209109,2025-10-13,MP,26,JEE,Plus,1562,3,4686,-29.0,2,9,1,5,4,13,23,1,31.0,1.0,5,7,6,3,Subscribed,0,5,4686.0,1,🚀 High Intent,-0.3006640099198248,-1.4784661427715522,0.232,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA209110,2024-11-01,Maharashtra,19,JEE,Iconic,2396,18,43128,39.0,2,9,2,3,5,10,21,4,37.5,1.2,5,2,16,1,Subscribed,0,13,43128.0,1,🚀 High Intent,0.0841501527190558,-1.5436401139464455,0.425,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA209111,2024-10-24,MP,27,JEE,Free,0,0,0,,1,0,10,0,5,10,24,1,51.1,0.9,3,4,19,2,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,2.302915210737733,-0.2008416014044265,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209112,2025-12-15,AP,17,UPSC,Plus,1562,11,17182,284.0,2,8,2,1,7,10,26,6,48.8,1.6,5,6,12,1,Subscribed,0,5,17182.0,1,🚀 High Intent,1.4279126027318418,-1.419646411420308,0.326,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA209113,2025-05-30,MP,20,UPSC,Free,0,0,0,,1,0,6,0,4,12,28,12,46.0,0.8,5,3,13,3,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,1.372042576961555,0.4087034987059185,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209114,2024-09-30,UP,19,NEET,Plus,1562,6,9372,-329.0,1,12,11,3,7,10,36,5,42.3,0.7,8,2,12,1,Subscribed,0,5,9372.0,2,🧠 Serious Aspirants,2.750262758216614,-0.149304930329677,0.173,🚀 UPGRADE,Show Iconic upgrade offer with social proof,High engagement Plus user — ready for premium,upsell,834.0
UA209115,2025-02-16,MP,23,Banking,Free,0,0,0,,1,0,5,0,2,3,18,7,20.7,0.3,0,1,3,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-3.235244697942977,-0.1480435323219945,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209116,2025-12-22,Gujarat,22,UPSC,Free,0,0,0,,1,0,6,0,5,11,34,3,50.7,0.8,2,6,17,3,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,2.5709758187926885,-0.0004209927063153,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209117,2024-06-11,TN,22,NEET,Free,0,0,0,,1,0,4,0,1,6,29,12,30.5,0.5,3,3,9,4,First Lesson,0,0,0.0,3,😴 Casual Browsers,-0.4926253252184451,0.4721567116016327,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209118,2025-08-28,Maharashtra,18,JEE,Free,0,0,0,,2,0,6,0,4,8,21,8,24.2,0.8,9,2,12,2,Signed Up,0,0,0.0,1,🚀 High Intent,0.2037131090214018,-1.225325470268351,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209119,2026-01-27,WB,17,UPSC,Free,0,0,0,,2,0,4,0,4,10,27,11,41.6,1.4,6,2,14,4,3+ Lessons,0,0,0.0,1,🚀 High Intent,1.2347964180726865,-0.8732399851081314,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209120,2025-05-15,Rajasthan,22,UPSC,Iconic,2396,19,45524,287.0,1,10,7,0,3,9,27,5,45.5,0.8,6,5,15,4,Subscribed,0,7,45524.0,2,🧠 Serious Aspirants,2.058643028309353,0.196967755341049,0.219,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA209121,2024-08-09,Rajasthan,21,NEET,Plus,1562,1,1562,-516.0,2,10,8,2,2,6,18,23,27.2,0.9,6,2,18,1,Subscribed,1,46,1015.0,1,🚀 High Intent,0.1128959944690535,-0.5687202702792699,0.494,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA209122,2025-03-30,WB,20,NEET,Free,0,0,0,,1,0,8,0,1,4,26,50,34.8,0.6,4,3,10,1,Signed Up,0,0,0.0,0,⚠️ At-Risk,-0.2072589120136241,2.0730081875691893,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA209123,2024-11-18,UP,17,Banking,Free,0,0,0,,2,0,5,0,4,6,16,6,26.7,0.9,6,0,12,0,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.2151609811356778,-1.5861099172707995,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209124,2024-08-06,TN,21,SSC,Free,0,0,0,,3,0,2,0,3,4,14,22,24.3,1.2,3,4,7,1,First Lesson,0,0,0.0,1,🚀 High Intent,-2.053594369613001,-2.007927952750724,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209125,2025-11-03,Maharashtra,22,Banking,Free,0,0,0,,2,0,0,0,3,4,14,1,28.9,1.0,6,1,6,1,First Lesson,0,0,0.0,3,😴 Casual Browsers,-2.375141730196934,-1.7749124714450424,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209126,2024-06-19,MP,18,JEE,Plus,1562,10,15620,-312.0,1,6,9,2,7,15,26,31,36.7,0.6,3,4,19,2,Subscribed,0,26,15620.0,2,🧠 Serious Aspirants,1.973687462813595,1.3701635861036037,0.46,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA209127,2025-06-27,Gujarat,22,UPSC,Free,0,0,0,,1,0,11,0,4,5,30,18,51.7,0.9,4,7,10,3,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,2.5811775980890714,0.7383264424725122,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209128,2024-12-08,Gujarat,23,UPSC,Plus,1562,18,28116,120.0,1,11,5,2,4,3,34,13,37.6,0.6,4,3,18,2,Subscribed,0,5,28116.0,2,🧠 Serious Aspirants,1.4902041043865073,0.3714078371388423,0.329,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA209129,2025-06-12,Rajasthan,19,NEET,Free,0,0,0,,1,0,4,0,2,4,30,22,22.5,0.4,5,3,13,0,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-0.5801445172658894,0.5664686169031837,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209130,2024-05-12,UP,18,JEE,Plus,1562,16,24992,-165.0,1,10,3,2,3,9,21,16,51.4,0.9,6,0,8,0,Subscribed,1,36,16245.0,3,😴 Casual Browsers,-0.7149056128700827,0.1824992726614734,0.453,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA209131,2024-10-17,AP,23,UPSC,Free,0,0,0,,1,0,8,0,3,7,38,3,31.2,0.5,5,5,14,3,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,1.931296504928471,-0.0260102521158927,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209132,2025-08-21,AP,17,SSC,Free,0,0,0,,1,0,5,0,0,6,27,8,32.4,0.5,7,3,9,2,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-0.3167250011400719,0.0313720024351496,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209133,2026-02-01,MP,22,SSC,Iconic,2396,11,26356,333.0,1,2,4,2,1,8,17,16,27.6,0.5,2,2,12,1,Subscribed,0,22,11980.0,3,😴 Casual Browsers,-1.9415291641243644,0.3566390229624377,0.522,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA209134,2025-08-28,Rajasthan,18,SSC,Free,0,0,0,,2,0,2,0,2,6,14,2,29.3,1.0,6,4,9,1,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.4969638441730213,-1.68130000444173,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209135,2025-07-07,AP,17,Banking,Free,0,0,0,,1,0,4,0,1,4,15,0,37.7,0.6,5,2,9,2,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.3503970308064983,-0.3658292183597233,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209136,2025-01-17,WB,19,Banking,Free,0,0,0,,1,0,5,0,0,5,22,33,27.0,0.5,2,5,13,1,Signed Up,0,0,0.0,0,⚠️ At-Risk,-1.0840712931341625,1.2428357227791405,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA209137,2024-06-23,UP,20,NEET,Iconic,2396,6,14376,-415.0,1,9,5,0,4,5,25,30,45.5,0.8,3,4,10,1,Subscribed,1,51,9344.0,0,⚠️ At-Risk,0.2465493663437443,1.084384112576232,0.643,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA209138,2025-08-10,Gujarat,22,Banking,Plus,1562,17,26554,332.0,1,5,4,2,2,8,18,14,31.5,0.5,2,2,9,1,Subscribed,0,26,15620.0,3,😴 Casual Browsers,-1.8491931020386496,0.2423664457743397,0.68,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1093.3999999999999
UA209139,2025-01-14,Rajasthan,21,UPSC,Plus,1562,19,29678,174.0,2,14,11,0,4,10,29,3,49.7,1.7,0,4,16,4,Subscribed,0,5,29678.0,1,🚀 High Intent,2.312678290786228,-1.2563343046866262,0.223,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA209140,2024-09-20,UP,20,SSC,Free,0,0,0,,1,0,1,0,3,6,20,3,25.7,0.4,2,2,6,1,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-2.522402529170225,-0.3245010249900616,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209141,2025-06-22,Karnataka,17,CAT,Free,0,0,0,,3,0,5,0,3,4,20,1,19.7,1.0,3,3,6,3,Signed Up,0,0,0.0,1,🚀 High Intent,-1.3636686037303236,-2.8581691669768152,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209142,2025-03-06,MP,21,SSC,Free,0,0,0,,1,0,3,0,0,9,19,4,7.8,0.1,2,2,16,2,First Lesson,0,0,0.0,3,😴 Casual Browsers,-2.4073074300099684,-0.102984242972622,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209143,2025-09-17,Rajasthan,17,NEET,Free,0,0,0,,1,0,4,0,3,12,23,7,56.2,0.9,2,3,18,1,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.8100538236567801,-0.0788008249342842,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209144,2025-05-29,WB,20,JEE,Free,0,0,0,,1,0,8,0,3,13,32,3,41.3,0.7,6,6,11,0,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,1.463188607718691,-0.3863874881406665,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209145,2024-06-04,AP,24,JEE,Free,0,0,0,,1,0,6,0,5,10,35,11,38.2,0.6,8,5,19,2,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,2.834800464861323,0.3192299564735955,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209146,2025-06-08,MP,20,JEE,Free,0,0,0,,1,0,6,0,1,9,33,1,26.8,0.4,5,8,10,1,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.5300384292559335,-0.3693524432876825,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209147,2025-09-27,UP,20,NEET,Free,0,0,0,,2,0,7,0,0,8,27,1,33.9,1.1,7,5,13,4,Subscription Page Visited,0,0,0.0,1,🚀 High Intent,1.1738483076048312,-1.3899754258801944,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA209148,2024-08-08,UP,23,NEET,Iconic,2396,15,35940,-110.0,1,8,7,1,2,11,30,15,30.3,0.5,2,1,11,2,Subscribed,0,20,35940.0,3,😴 Casual Browsers,-0.4341206871936548,0.3984345723767709,0.569,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA209149,2024-04-13,Rajasthan,22,CAT,Iconic,2396,12,28752,-316.0,1,18,7,2,3,6,25,4,49.2,0.8,3,2,7,2,Subscribed,0,5,23960.0,2,🧠 Serious Aspirants,0.0885923262326388,-0.1787956766900585,0.234,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA209150,2024-11-27,Maharashtra,19,JEE,Free,0,0,0,,1,0,7,0,4,6,29,7,32.7,0.5,4,3,16,4,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,1.300949778350868,0.3080468561014501,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209151,2025-07-10,Karnataka,17,Banking,Free,0,0,0,,1,0,6,0,2,4,15,0,35.4,0.6,4,3,9,0,Mock Test Taken,0,0,0.0,3,😴 Casual Browsers,-1.352319879038547,-0.568279334911682,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA209152,2024-06-26,Rajasthan,20,JEE,Free,0,0,0,,1,0,11,0,1,3,27,22,45.0,0.8,3,2,15,2,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,1.0883373478597012,0.7718077797927674,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209153,2025-11-07,Bihar,19,NEET,Free,0,0,0,,1,0,2,0,5,7,21,5,35.6,0.6,5,3,11,1,Mock Test Taken,0,0,0.0,3,😴 Casual Browsers,-0.4985447817456359,-0.16126110354353,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA209154,2024-04-01,Rajasthan,18,JEE,Free,0,0,0,,1,0,8,0,5,10,26,51,36.0,0.6,5,1,14,5,3+ Lessons,0,0,0.0,0,⚠️ At-Risk,1.3363932404007677,2.6491373649268413,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA209155,2026-01-17,Rajasthan,18,UPSC,Free,0,0,0,,1,0,11,0,4,7,24,1,45.8,0.8,5,5,18,2,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,2.3814428433685126,-0.1956979720958598,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA209156,2024-11-14,AP,27,NEET,Iconic,2396,4,9584,-318.0,2,7,7,2,0,10,25,13,45.9,1.5,6,4,11,1,Subscribed,0,9,9584.0,1,🚀 High Intent,0.5998434970662988,-1.1693319747218014,0.398,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
